Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Estados Unidos,Included / International,Price / International,Compare At Price / International,Status
tabua-4-em-1,Tabua 4 em 1,"<img src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Tabua4em1PAGINADEVENDAS.png?v=1690402072"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Tabua4em1PAGINADEVENDAS.png?v=1690402072"">",Loja A-Design,,"","",true,Title,Default Title,,,,,14:200006151#black,0.0,shopify,continue,dsers-fulfillment-service,118.42,168.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S7e0adebd60514d84a950734c1f5f484fa.jpg?v=1692738085,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S7e0adebd60514d84a950734c1f5f484fa.jpg?v=1692738085,kg,,57.94,true,true,,,active
tabua-4-em-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_4.png?v=1692738085,2,,,,,,,,,,,,,,,,,,,,,,,,
tabua-4-em-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S8509e09534e843fdbdf4cdd9652196f6T.jpg?v=1692738085,3,,,,,,,,,,,,,,,,,,,,,,,,
tabua-4-em-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S95225a6e75734553b761e202651e8196F.jpg?v=1692738085,4,,,,,,,,,,,,,,,,,,,,,,,,
tabua-4-em-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S338791267c3e4bbb8f7c8e401546be81S.jpg?v=1692738085,5,,,,,,,,,,,,,,,,,,,,,,,,
tabua-4-em-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_4.png?v=1692738085,6,,,,,,,,,,,,,,,,,,,,,,,,
tabua-4-em-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S5ec1363f36b045e48ed05dfcced50f1fr.png?v=1692738085,7,,,,,,,,,,,,,,,,,,,,,,,,
spray-para-azeite,Spray para Azeite,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/SpraydeazeitePAGINADEVENDAS.png?v=1690400106"">",Loja A-Design,,"","",true,Tamanho,200ml branco,,,,,14:200006151#200ml white;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,42.50,3.40,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/04_3.png?v=1692738078,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S6419a843398842a1b95c624495c7930aQ.jpg?v=1692738078,kg,,16.07,true,true,,,active
spray-para-azeite,,,,,,,,,200ml preto,,,,,14:200006152#200ml black;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,42.50,3.40,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S8d814cae24ec41afa732e644eb2c52dcz.jpg?v=1692738078,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S83cf0701db9a4167b70d5973a1dd39caJ.jpg?v=1692738078,kg,,16.07,,,,,
spray-para-azeite,,,,,,,,,300ml branco,,,,,14:200006153#300ml white;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,47.80,3.72,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S0cb484c568e34db2a96047161afe09c0x.jpg?v=1692738078,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S1ff38cdc3f314b5ca97a8fabb0700b2ei.jpg?v=1692738078,kg,,17.58,,,,,
spray-para-azeite,,,,,,,,,300ml preto,,,,,14:200006154#300ml black;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,47.80,3.72,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_5.png?v=1692738078,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S1cd22e00f2a84b18a5055a4209fed9399.jpg?v=1692738078,kg,,17.58,,,,,
spray-para-azeite,,,,,,,,,500ml branco,,,,,14:200005536#500ml white;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,51.97,4.22,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_5.png?v=1692738078,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S420345a62dc04af28958889d2c61cfd42.jpg?v=1692738078,kg,,19.94,,,,,
spray-para-azeite,,,,,,,,,500ml preto,,,,,14:618#500ml black;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,51.97,4.22,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_4.png?v=1692738078,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S83158710a2114215b132f6952809a05fW.jpg?v=1692738078,kg,,19.94,,,,,
spray-para-azeite,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S83158710a2114215b132f6952809a05fW.jpg?v=1692738078,7,,,,,,,,,,,,,,,,,,,,,,,,
spray-para-azeite,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S1cd22e00f2a84b18a5055a4209fed9399.jpg?v=1692738078,8,,,,,,,,,,,,,,,,,,,,,,,,
spray-para-azeite,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S420345a62dc04af28958889d2c61cfd42.jpg?v=1692738078,9,,,,,,,,,,,,,,,,,,,,,,,,
spray-para-azeite,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S1ff38cdc3f314b5ca97a8fabb0700b2ei.jpg?v=1692738078,10,,,,,,,,,,,,,,,,,,,,,,,,
spray-para-azeite,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S83cf0701db9a4167b70d5973a1dd39caJ.jpg?v=1692738078,11,,,,,,,,,,,,,,,,,,,,,,,,
spray-para-azeite,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S6419a843398842a1b95c624495c7930aQ.jpg?v=1692738078,12,,,,,,,,,,,,,,,,,,,,,,,,
retrovisor-panoramico-para-carros,Retrovisor Panorâmico para Carros,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/retovisorpanoramicocarrosPAGINADEVENDAS.png?v=1690401944"">",Loja A-Design,,"","",true,Cor,Branco normal,,,,,200000182:29#Normal White,0.0,shopify,continue,dsers-fulfillment-service,79.72,5.80,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S6d72dad1ae8f4142a3563dc0d7b1e555R.jpg?v=1692738067,1,,false,,,,,,,,,,,,,,,kg,,27.41,true,true,,,active
retrovisor-panoramico-para-carros,,,,,,,,,Antirreflexo azul,,,,,200000182:173#Anti-glare Blue,0.0,shopify,continue,dsers-fulfillment-service,98.32,7.05,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_3.png?v=1692738067,2,,,,,,,,,,,,,,,,,kg,,33.32,,,,,
retrovisor-panoramico-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_3.png?v=1692738067,3,,,,,,,,,,,,,,,,,,,,,,,,
retrovisor-panoramico-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_3.png?v=1692738067,4,,,,,,,,,,,,,,,,,,,,,,,,
retrovisor-panoramico-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sedb58f726bf741faa31b03a89faa9ee6A.jpg?v=1692738067,5,,,,,,,,,,,,,,,,,,,,,,,,
retrovisor-panoramico-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S62eac05211364b1f9688f378aee3c48as.jpg?v=1692738067,6,,,,,,,,,,,,,,,,,,,,,,,,
restaurador-de-plastico-e-couro-para-carros,Restaurador de Plástico e Couro para Carros,"<img src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/SprayreparadordecouroparacarrosPAGINADEVENDAS.png?v=1690402063"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/SprayreparadordecouroparacarrosPAGINADEVENDAS.png?v=1690402063"">",Loja A-Design,,"","",true,Tamanho,50ml,,,,,14:365462#50ml,0.0,shopify,continue,dsers-fulfillment-service,67.68,95.64,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/06_7c3b5c4a-a1aa-447e-a74d-926403285202.png?v=1692738060,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/A487f8356639d439680c6b4211497fd10K.jpg?v=1692738060,kg,,4.25,true,true,,,active
restaurador-de-plastico-e-couro-para-carros,,,,,,,,,100ml,,,,,14:200025551#100ml,0.0,shopify,continue,dsers-fulfillment-service,95.64,133.30,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/A487f8356639d439680c6b4211497fd10K.jpg?v=1692738060,2,|14:365462#50ml|14:200025551#100ml|14:193#300ml,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/A487f8356639d439680c6b4211497fd10K.jpg?v=1692738060,kg,,18.43,,,,,
restaurador-de-plastico-e-couro-para-carros,,,,,,,,,300ml,,,,,14:193#300ml,0.0,shopify,continue,dsers-fulfillment-service,183.30,239.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/04_2.png?v=1692738060,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/A487f8356639d439680c6b4211497fd10K.jpg?v=1692738060,kg,,60.26,,,,,
restaurador-de-plastico-e-couro-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_2_be9b73b4-d711-433c-92cc-de7a025e4955.png?v=1692738060,4,,,,,,,,,,,,,,,,,,,,,,,,
restaurador-de-plastico-e-couro-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/05_2.png?v=1692738060,5,,,,,,,,,,,,,,,,,,,,,,,,
restaurador-de-plastico-e-couro-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_2.png?v=1692738060,6,,,,,,,,,,,,,,,,,,,,,,,,
restaurador-de-plastico-e-couro-para-carros,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_2.png?v=1692738060,7,,,,,,,,,,,,,,,,,,,,,,,,
refrigerador-para-long-neck,Refrigerador para Long Neck,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/GelodeacoparalongneckPAGINADEVENDAS.png?v=1690399940"">",Loja A-Design,,"","",true,Title,Default Title,,,,,<none>,0.0,shopify,continue,dsers-fulfillment-service,80.10,129.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Seed8e0db16bc4aa791ca2c15337b051bb.jpg?v=1692738052,1,|<none>,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Seed8e0db16bc4aa791ca2c15337b051bb.jpg?v=1692738052,kg,,5.39,true,true,,,active
refrigerador-para-long-neck,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S3d0f3da32fc64a7992c5086028d07f22L.jpg?v=1692738052,2,,,,,,,,,,,,,,,,,,,,,,,,
refrigerador-para-long-neck,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S0ee73bb8e0574bc3aad141e91b96e5c56.jpg?v=1692738052,3,,,,,,,,,,,,,,,,,,,,,,,,
refrigerador-para-long-neck,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sba1721a538d6460995d61b98064ba119k.jpg?v=1692738052,4,,,,,,,,,,,,,,,,,,,,,,,,
refrigerador-para-long-neck,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S7e623eb7077849c2afa4d4cab7ff2de0K.jpg?v=1692738052,5,,,,,,,,,,,,,,,,,,,,,,,,
refrigerador-para-long-neck,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S597d14b2633f456bb587adfa3d0710efl.jpg?v=1692738052,6,,,,,,,,,,,,,,,,,,,,,,,,
porta-pizza-dobravel,Porta Pizza Dobrável,"<img src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/PortapizzadobravelPAGINADEVENDAS.png?v=1690401830"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/PortapizzadobravelPAGINADEVENDAS.png?v=1690401830"">",Loja A-Design,,"","",true,Cor,Branco,,,,,14:200000195#White,0.0,shopify,continue,dsers-fulfillment-service,119.97,12.38,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sfc60e5a4f84246589cd1c26f3e89e39aV.jpg?v=1692738045,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/BRANCO.png?v=1692738045,kg,,58.51,true,true,,,active
porta-pizza-dobravel,,,,,,,,,Vermelho,,,,,14:100013777#Red,0.0,shopify,continue,dsers-fulfillment-service,119.97,12.38,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/PRETO.png?v=1692738045,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sfc60e5a4f84246589cd1c26f3e89e39aV.jpg?v=1692738045,kg,,58.51,,,,,
porta-pizza-dobravel,,,,,,,,,Azul,,,,,14:173#Blue,0.0,shopify,continue,dsers-fulfillment-service,119.97,12.38,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/VERDE.png?v=1692738045,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/AZUL.png?v=1692738045,kg,,58.51,,,,,
porta-pizza-dobravel,,,,,,,,,Verde,,,,,14:175#Green,0.0,shopify,continue,dsers-fulfillment-service,119.97,12.38,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/AZUL.png?v=1692738045,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/VERDE.png?v=1692738045,kg,,58.51,,,,,
porta-pizza-dobravel,,,,,,,,,Preto,,,,,14:193#Black,0.0,shopify,continue,dsers-fulfillment-service,119.97,12.38,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/BRANCO.png?v=1692738045,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/PRETO.png?v=1692738045,kg,,58.51,,,,,
porta-pizza-dobravel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/04_1_1a86e714-153e-4737-a3bb-1f94d3402b82.png?v=1692738045,6,,,,,,,,,,,,,,,,,,,,,,,,
porta-pizza-dobravel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/05_1.png?v=1692738045,7,,,,,,,,,,,,,,,,,,,,,,,,
porta-pizza-dobravel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_1_843019d5-f123-45c0-90e6-251167fbc076.png?v=1692738045,8,,,,,,,,,,,,,,,,,,,,,,,,
porta-pizza-dobravel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_1_fec4a82c-68dd-41ce-b0d6-d2a9c57893b9.png?v=1692738045,9,,,,,,,,,,,,,,,,,,,,,,,,
porta-pizza-dobravel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_1_53e69574-5fb1-4cbf-af13-4182067b9051.png?v=1692738045,10,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,Lâmpada Inteligente,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/LampadainteligentePAGINADEVENDAS.png?v=1690399840"">",Loja A-Design,,"","",true,Watts,WiFi Smart Bulb 12W,,,,,136:173#WiFi Smart Bulb 12W,0.0,shopify,continue,dsers-fulfillment-service,64.97,4.54,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/10.png?v=1692738035,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_d025777e-a523-4947-8266-65ce6f64d7dd.png?v=1692738035,kg,,21.46,true,true,,,active
lampada-inteligente,,,,,,,,,WiFi Smart Bulb 15W,,,,,136:200002572#WiFi Smart Bulb 15W,0.0,shopify,continue,dsers-fulfillment-service,64.97,4.67,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/06.png?v=1692738035,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_6234144d-5981-4a7a-99fa-19f6b6394350.png?v=1692738035,kg,,22.07,,,,,
lampada-inteligente,,,,,,,,,WiFi Smart Bulb 18W,,,,,136:175#WiFi Smart Bulb 18W,0.0,shopify,continue,dsers-fulfillment-service,64.97,4.88,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_44c23b6d-a94e-4b5a-8c0f-f9823568462f.png?v=1692738035,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/04_f73c2b73-cbcb-4e0d-a20a-7d2d7873e18c.png?v=1692738035,kg,,23.06,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/08.png?v=1692738035,4,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/09.png?v=1692738035,5,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/07.png?v=1692738035,6,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/05.png?v=1692738035,7,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_d025777e-a523-4947-8266-65ce6f64d7dd.png?v=1692738035,8,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_6234144d-5981-4a7a-99fa-19f6b6394350.png?v=1692738035,9,,,,,,,,,,,,,,,,,,,,,,,,
lampada-inteligente,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/04_f73c2b73-cbcb-4e0d-a20a-7d2d7873e18c.png?v=1692738035,10,,,,,,,,,,,,,,,,,,,,,,,,
fone-de-ouvido-bluetooth-5-1,Fone de Ouvido Bluetooth 5.1,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/FonedeouvidoPAGINADEVENDAS.png?v=1690399527"">",Loja A-Design,,"","",true,Cor,Preto,,,,,14:10#F9-5 Black,0.0,shopify,continue,dsers-fulfillment-service,89.97,169.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S4b17d6cedba94275ba728640231debd85.jpg?v=1692738023,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S4b17d6cedba94275ba728640231debd85.jpg?v=1692738023,kg,,41.78,true,true,,,active
fone-de-ouvido-bluetooth-5-1,,,,,,,,,Branco,,,,,14:29#F9-5 White,0.0,shopify,continue,dsers-fulfillment-service,89.97,169.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S50467374f8c642339ba24d0827d803d3X.jpg?v=1692738023,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S89591805c0e2466185b244addfa9c429i.jpg?v=1692738024,kg,,41.78,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,Azul,,,,,14:173#F9-5 Blue,0.0,shopify,continue,dsers-fulfillment-service,89.97,169.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/01_1_acf75210-d943-4244-afcd-73c307ab69f7.png?v=1692738024,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sdbf0f5ccd9354a488476859255bf1c247.jpg?v=1692738024,kg,,41.78,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,Rosa,,,,,14:175#F9-5 Pink,0.0,shopify,continue,dsers-fulfillment-service,89.97,169.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/02_1_60eb22cc-3f6d-41d5-a0ac-d49a142842a1.png?v=1692738024,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S0fff6c07f41843a0998e449f8b95d9c5D.jpg?v=1692738024,kg,,41.78,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,Amarelo,,,,,14:193#F9-5 Yellew,0.0,shopify,continue,dsers-fulfillment-service,89.97,169.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/04_1.png?v=1692738024,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S6b0b4f4c7b444e939c85dc7e4fc83b2cD.jpg?v=1692738024,kg,,41.78,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,Azul escuro,,,,,14:366#F9-5 Dark blue,0.0,shopify,continue,dsers-fulfillment-service,89.97,169.97,true,false,"",https://cdn.shopify.com/s/files/1/0754/9789/8261/products/03_1_1f7d635a-e3c5-4dad-8297-b4c8cbfe0f95.png?v=1692738024,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S7dee3dcc7bca46b69a51e79d2cc174ceb.jpg?v=1692738024,kg,,41.78,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sdbf0f5ccd9354a488476859255bf1c247.jpg?v=1692738024,7,,,,,,,,,,,,,,,,,,,,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S7dee3dcc7bca46b69a51e79d2cc174ceb.jpg?v=1692738024,8,,,,,,,,,,,,,,,,,,,,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S6b0b4f4c7b444e939c85dc7e4fc83b2cD.jpg?v=1692738024,9,,,,,,,,,,,,,,,,,,,,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S89591805c0e2466185b244addfa9c429i.jpg?v=1692738024,10,,,,,,,,,,,,,,,,,,,,,,,,
fone-de-ouvido-bluetooth-5-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S0fff6c07f41843a0998e449f8b95d9c5D.jpg?v=1692738024,11,,,,,,,,,,,,,,,,,,,,,,,,
cortador-de-unha-com-coletor,Cortador de Unha com Coletor,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/CortadorcomcoletorPAGINADEVENDAS.png?v=1690397821"">",Loja A-Design,,"","",true,Cor,Prata,,,,,200007763:201336100;14:29#L,0.0,shopify,continue,dsers-fulfillment-service,88.76,8.10,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H16b3e9d4cdb94ef197913b5627377df0C.jpg?v=1692738011,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Hc0290e7336f44179ba06ca5447dac849B.jpg?v=1692738011,kg,,38.40,true,true,,,active
cortador-de-unha-com-coletor,,,,,,,,,Aço,,,,,200007763:201336100;14:1052#L,0.0,shopify,continue,dsers-fulfillment-service,88.76,8.41,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Hc0290e7336f44179ba06ca5447dac849B.jpg?v=1692738011,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H829bf4589e63458a903213bb02a8f909J.jpg?v=1692738012,kg,,39.87,,,,,
cortador-de-unha-com-coletor,,,,,,,,,Preto,,,,,200007763:201336100;14:200006152#L,0.0,shopify,continue,dsers-fulfillment-service,88.76,8.14,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H5e6bf4fe658240dfa894b07cde542330H.jpg?v=1692738011,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H4ab260f955674f74a62d5ebd58b26bf78.jpg?v=1692738011,kg,,38.59,,,,,
cortador-de-unha-com-coletor,,,,,,,,,Bronze,,,,,200007763:201336100;14:200006154#L,0.0,shopify,continue,dsers-fulfillment-service,88.76,8.14,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H4ab260f955674f74a62d5ebd58b26bf78.jpg?v=1692738011,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/He5b28ae5bde34651b877dd0c6f00665cR.jpg?v=1692738012,kg,,38.59,,,,,
cortador-de-unha-com-coletor,,,,,,,,,Dourado,,,,,200007763:201336100;14:200006156#L,0.0,shopify,continue,dsers-fulfillment-service,88.76,8.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H3741a1acd07941069b9385df3c315cafb.jpg?v=1692738011,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H3741a1acd07941069b9385df3c315cafb.jpg?v=1692738011,kg,,39.44,,,,,
